Location,Crop,Year,Site_crop_yr,Rep,Soil,EU,Cover Crop,PRE,Yield,Stand Count,Weeds,Weed_Control,Weed_Count,Weed_Biomass,AMBEL,CHEAL,AMATU,POA,AMBTR,TAROF,VERPG,CABPA,GASCI,Nightshade,POLPE,AMARE
Arlington,Corn,2019,ARL_CN_19,1,CT,101,N,N,11412.77172,61242.2482,Y,85,32.29174515,3.767370268,32.29174515,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,1,CT,102,N,Y,9434.6124,61242.2482,Y,97,113.021108,0.005381958,102.257193,10.76391505,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,1,NT,103,N,N,11890.43562,61242.2482,Y,78,118.4030656,8.611132041,96.87523546,0,0,21.5278301,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,1,NT,104,N,Y,13908.60079,78740.03341,Y,95,75.34740536,0.538195753,75.34740536,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,1,CCET,105,Y,N,13704.58204,78740.03341,Y,79,247.5700462,16.14587258,247.5700462,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,1,CCET,106,Y,Y,13587.89535,69991.14081,Y,98,48.43761773,0.538195753,43.0556602,0,0,5.381957526,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,1,CCPT,107,Y,N,14293.0671,61242.2482,Y,90,53.81957526,0.005381958,48.43761773,5.381957526,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,1,CCPT,108,Y,Y,14531.34834,74365.58711,Y,95,32.29174515,1.076391505,32.29174515,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,1,CCLT,109,Y,N,11064.57882,78740.03341,Y,98,26.90978763,1.076391505,26.90978763,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,1,CCLT,110,Y,Y,11345.23641,74365.58711,Y,99,48.43761773,1.076391505,48.43761773,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,1,CCFH,111,Y,N,12099.58228,78740.03341,Y,86,96.87523546,5.381957526,96.87523546,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,1,CCFH,112,Y,Y,11609.9426,74365.58711,Y,98,26.90978763,0.538195753,26.90978763,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,2,CCET,201,Y,Y,13504.91966,78740.03341,Y,95,204.514386,4.843761773,204.514386,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,2,CCET,202,Y,N,13101.04892,78740.03341,Y,78,209.8963435,4.843761773,182.9865559,0,0,26.90978763,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,2,CCPT,203,Y,N,13018.24242,74365.58711,Y,92,80.72936288,4.30556602,80.72936288,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,2,CCLT,204,Y,Y,11187.04279,69991.14081,Y,98,59.20153278,1.076391505,59.20153278,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,2,CCPT,205,Y,Y,13227.41991,65616.69451,Y,94,53.81957526,2.15278301,53.81957526,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,2,CCFH,206,Y,N,12008.55709,74365.58711,Y,80,156.0767682,5.381957526,156.0767682,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,2,CCFH,207,Y,Y,13882.26756,74365.58711,Y,96,48.43761773,0.538195753,48.43761773,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,2,CCLT,208,Y,N,11549.5889,78740.03341,Y,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,2,NT,209,N,N,13596.70675,78740.03341,Y,90,37.67370268,4.30556602,37.67370268,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,2,NT,210,N,Y,14205.18934,69991.14081,Y,95,145.3128532,1.076391505,145.3128532,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,2,CT,211,N,Y,13497.8078,69991.14081,Y,97,32.29174515,5.381957526,32.29174515,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,2,CT,212,N,N,13810.62368,69991.14081,Y,83,161.4587258,10.76391505,161.4587258,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,3,CT,301,N,Y,12221.04502,83114.47971,Y,98,64.58349031,1.614587258,64.58349031,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,3,CT,302,N,N,12058.67617,69991.14081,Y,87,107.6391505,5.381957526,102.257193,0,0,5.381957526,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,3,NT,303,N,Y,13912.10778,78740.03341,Y,97,113.021108,1.076391505,113.021108,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,3,NT,304,N,N,14594.32457,74365.58711,Y,94,64.58349031,3.229174515,53.81957526,5.381957526,0,5.381957526,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,3,CCFH,305,Y,Y,12477.42231,74365.58711,Y,94,252.9520037,0.538195753,252.9520037,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,3,CCET,306,Y,N,13371.27264,74365.58711,Y,10,242.1880887,26.90978763,242.1880887,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,3,CCET,307,Y,Y,14581.6894,69991.14081,Y,98,75.34740536,1.614587258,75.34740536,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,3,CCLT,308,Y,Y,10855.37513,74365.58711,Y,99,26.90978763,0.538195753,26.90978763,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,3,CCPT,309,Y,Y,14286.13059,74365.58711,Y,98,26.90978763,0,26.90978763,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,3,CCPT,310,Y,N,13965.82402,69991.14081,Y,97,69.96544783,1.076391505,69.96544783,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,3,CCLT,311,Y,N,11024.34714,69991.14081,Y,99,10.76391505,0.538195753,10.76391505,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,3,CCFH,312,Y,N,12254.62885,69991.14081,Y,95,75.34740536,4.30556602,75.34740536,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,4,CCET,401,Y,Y,14815.3364,74365.58711,Y,98,32.29174515,0.538195753,32.29174515,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,4,CCLT,402,Y,Y,10711.64572,69991.14081,Y,99,10.76391505,0,10.76391505,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,4,CCFH,403,Y,N,13494.44379,74365.58711,Y,84,231.4241736,10.76391505,231.4241736,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,4,CCFH,404,Y,Y,13318.34797,78740.03341,Y,97,10.76391505,1.076391505,10.76391505,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,4,CCLT,405,Y,N,11384.3474,78740.03341,Y,99,5.381957526,0,5.381957526,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,4,CCPT,406,Y,N,14424.99416,74365.58711,Y,93,53.81957526,2.690978763,53.81957526,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,4,NT,407,N,Y,14590.65881,65616.69451,Y,98,53.81957526,0.538195753,53.81957526,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,4,CT,408,N,Y,14978.33189,83114.47971,Y,99,26.90978763,0.005381958,26.90978763,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,4,CT,409,N,N,14019.63738,74365.58711,Y,92,64.58349031,5.381957526,64.58349031,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,4,NT,410,N,N,14782.61892,69991.14081,Y,94,53.81957526,0.005381958,48.43761773,0,0,5.381957526,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,4,CCPT,411,Y,Y,13741.90408,69991.14081,Y,99,26.90978763,0.005381958,26.90978763,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2019,ARL_CN_19,4,CCET,412,Y,N,14232.43053,69991.14081,Y,90,102.257193,16.14587258,102.257193,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,1,CT,101,N,N,14471.60548,52493.3556,Y,5,1054.718584,46.07937192,2.499333136,35.82377495,0,1016.395475,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,1,CT,102,N,Y,14169.54999,52493.3556,Y,97,3.332444182,0.54152218,0,0,0,3.332444182,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,1,NT,103,N,N,11205.1242,56867.8019,Y,8,982.2379226,60.10896193,0,14.16288777,0,968.0750348,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,1,NT,104,N,Y,12604.13436,43744.463,Y,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,1,CCET,105,Y,N,9959.700009,52493.3556,Y,4,339.0761955,55.37689119,7.497999409,8.331110454,0,323.2470856,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,1,CCET,106,Y,Y,12634.01003,52493.3556,Y,98,13.32977673,0.099973325,0.833111045,0,0,12.49666568,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,1,CCPT,107,Y,N,9753.136568,48118.9093,Y,20,316.5821973,29.55044878,0.833111045,25.82644241,0,289.9226438,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,1,CCPT,108,Y,Y,11518.24646,56867.8019,Y,97,8.331110454,0.108304436,0,0,0,8.331110454,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,1,CCLT,109,Y,N,7673.719556,52493.3556,Y,98,1.666222091,0.049986663,0,0,0,1.666222091,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,1,CCLT,110,Y,Y,8953.567188,48118.9093,Y,99,0.833111045,0.024993331,0,0,0,0.833111045,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,1,CCFH,111,Y,N,10425.68989,52493.3556,Y,20,419.8879669,37.23173262,0,0,0,419.8879669,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,1,CCFH,112,Y,Y,11365.52837,52493.3556,Y,98,9.1642215,0.099973325,0,0,0,9.1642215,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,2,CCPT,201,Y,Y,12112.03092,52493.3556,Y,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,2,CCLT,202,Y,Y,8411.577205,52493.3556,Y,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,2,CCET,203,Y,Y,11017.52894,48118.9093,Y,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,2,CCPT,204,Y,N,10729.29241,61242.2482,Y,90,18.328443,1.516262103,0,17.49533195,0,0.833111045,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,2,CCLT,205,Y,N,9090.406243,56867.8019,Y,98,4.165555227,0.074979994,0.833111045,0,0,3.332444182,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,2,CCFH,206,Y,N,11187.59389,56867.8019,Y,80,112.4699911,3.765661925,4.165555227,22.49399823,0,85.81043768,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,2,CCET,207,Y,N,9386.050271,48118.9093,Y,6,386.5635251,42.42201443,0,16.66222091,0,369.9013042,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,2,CCFH,208,Y,Y,10850.44376,52493.3556,Y,99,3.332444182,0.024993331,0,0,0,3.332444182,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,2,NT,209,N,Y,11123.4908,52493.3556,Y,98,12.49666568,45.3462342,0,0,0,12.49666568,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,2,NT,210,N,N,10131.45631,52493.3556,Y,20,377.3993036,0.108304436,0,7.497999409,0,369.9013042,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,2,CT,211,N,Y,12571.69936,52493.3556,Y,95,9.997332545,40.20593905,0,0,0,9.997332545,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,2,CT,212,N,N,11455.13612,52493.3556,Y,10,536.5235133,0,0,31.65821973,0,504.8652935,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,3,CT,301,N,Y,13808.29481,56867.8019,Y,99,0,15.83744097,0,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,3,CT,302,N,N,12291.58054,52493.3556,Y,13,259.9306462,0,29.15888659,63.31643945,0,167.4553201,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,3,NT,303,N,Y,13211.4558,56867.8019,Y,99,0,42.77192107,0,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,3,NT,304,N,N,12480.90425,56867.8019,Y,52,96.64088127,0,0.833111045,11.66355464,0,84.14421559,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,3,CCFH,305,Y,Y,12710.70667,52493.3556,Y,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,3,CCLT,306,Y,Y,9609.402152,48118.9093,Y,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,3,CCLT,307,Y,N,7544.929857,48118.9093,Y,99,0,15.02932326,0,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,3,CCFH,308,Y,N,10436.6101,52493.3556,Y,70,123.3004347,7.914554932,0,17.49533195,0,105.8051028,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,3,CCPT,309,Y,N,9431.870014,56867.8019,Y,35,99.97332545,0,0,5.831777318,0,94.14154813,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,3,CCPT,310,Y,Y,10453.83364,56867.8019,Y,98,0,24.71007361,0,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,3,CCET,311,Y,N,12176.28123,61242.2482,Y,15,162.4566539,0.166622209,0.833111045,1.666222091,0,159.9573207,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,3,CCET,312,Y,Y,11612.73624,61242.2482,Y,99,0,3.499066391,0,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,4,CCET,401,Y,N,12775.44141,56867.8019,Y,75,25.82644241,0,0,6.664888363,0,19.16155404,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,4,CCFH,402,Y,Y,13177.4731,52493.3556,Y,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,4,CCFH,403,Y,N,11862.42674,56867.8019,Y,28,209.1108724,17.54531862,10.83044359,10.83044359,0,187.4499852,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,4,CCPT,404,Y,Y,12309.14014,48118.9093,Y,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,4,CCLT,405,Y,Y,8222.678005,52493.3556,Y,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,4,CCPT,406,Y,N,10504.95241,52493.3556,Y,70,124.1335458,10.76379471,54.985329,10.83044359,0,58.31777318,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,4,NT,407,N,N,11204.7038,56867.8019,Y,80,23.32710927,3.282457519,10.83044359,4.165555227,0,8.331110454,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,4,NT,408,N,N,12313.37666,52493.3556,Y,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,4,NT,409,N,N,10949.80752,56867.8019,Y,25,244.9346474,46.29598079,17.49533195,16.66222091,0,210.7770945,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,4,NT,410,N,Y,12563.77935,48118.9093,Y,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,4,CCET,411,Y,Y,12285.01631,48118.9093,Y,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arlington,Corn,2020,ARL_CN_20,4,CCLT,412,Y,N,8437.929903,52493.3556,Y,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,1,CT,101,N,N,3108.324824,113735.6038,Y,98,91.49327794,2.15278301,0,59.20153278,0,32.29174515,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,1,CT,102,N,Y,2936.195129,91863.37231,Y,97,91.49327794,4.843761773,69.96544783,21.5278301,0,0,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,1,NT,103,N,N,3516.851558,122484.4964,Y,99.9,43.0556602,1.614587258,10.76391505,0,0,32.29174515,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,1,NT,104,N,Y,2922.671722,135607.8353,Y,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,1,CCET,105,Y,N,2680.003887,113735.6038,Y,99,37.67370268,0.005381958,0,16.14587258,0,21.5278301,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,1,CCET,106,Y,Y,3443.988211,122484.4964,Y,99,26.90978763,0.005381958,0,0,0,26.90978763,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,1,CCPT,107,Y,N,3269.311343,135607.8353,Y,98,69.96544783,1.614587258,0,64.58349031,0,5.381957526,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,1,CCPT,108,Y,Y,3171.800878,113735.6038,Y,99,10.76391505,1.076391505,5.381957526,0,0,5.381957526,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,1,CCLT,109,Y,N,3227.266721,131233.389,Y,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,1,CCLT,110,Y,Y,3314.184244,161854.5131,Y,99.9,5.381957526,0.005381958,5.381957526,0,0,0,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,1,CCFH,111,Y,N,2936.189514,135607.8353,Y,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,1,CCFH,112,Y,Y,2798.204651,157480.0668,Y,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,2,CCPT,201,Y,Y,3184.629193,109361.1575,Y,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,2,CCLT,202,Y,Y,2963.686621,104986.7112,Y,99.9,0,13.99308957,0,0,0,0,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,2,CCET,203,Y,Y,2960.479168,148731.1742,Y,99,5.381957526,0.005381958,5.381957526,0,0,0,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,2,CCPT,204,Y,N,3404.35002,131233.389,Y,99,75.34740536,1.614587258,0,75.34740536,0,0,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,2,CCLT,205,Y,N,3606.184871,161854.5131,Y,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,2,CCFH,206,Y,N,3366.253608,157480.0668,Y,99,5.381957526,0.005381958,5.381957526,0,0,0,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,2,CCET,207,Y,N,3094.108572,109361.1575,Y,99.9,129.1669806,6.458349031,0,21.5278301,0,107.6391505,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,2,CCFH,208,Y,Y,3016.452199,113735.6038,Y,99.9,21.5278301,1.076391505,0,0,0,21.5278301,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,2,NT,209,N,Y,2931.052124,135607.8353,Y,99.9,80.72936288,2.15278301,0,0,0,80.72936288,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,2,NT,210,N,N,2967.932781,139982.2816,Y,99,59.20153278,3.229174515,0,21.5278301,0,37.67370268,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,2,CT,211,N,Y,3231.22616,122484.4964,Y,99,10.76391505,0.005381958,0,0,0,10.76391505,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,2,CT,212,N,N,3090.971114,109361.1575,Y,99.9,37.67370268,0.005381958,0,37.67370268,0,0,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,3,CT,301,N,Y,3291.363378,91863.37231,Y,99,5.381957526,0.005381958,5.381957526,0,0,0,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,3,CT,302,N,N,3187.231014,122484.4964,Y,97,53.81957526,0.005381958,0,53.81957526,0,0,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,3,NT,303,N,Y,3211.94476,109361.1575,Y,99,5.381957526,0.005381958,0,0,0,5.381957526,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,3,NT,304,N,N,3079.873604,135607.8353,Y,99.9,16.14587258,0.005381958,0,0,0,16.14587258,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,3,CCFH,305,Y,Y,3726.190553,126858.9427,Y,99,10.76391505,0.005381958,10.76391505,0,0,0,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,3,CCLT,306,Y,Y,3179.565542,170603.4057,Y,99.9,10.76391505,0.005381958,10.76391505,0,0,0,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,3,CCLT,307,Y,N,3090.902241,148731.1742,Y,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,3,CCFH,308,Y,N,2321.383011,139982.2816,Y,99,53.81957526,2.690978763,5.381957526,26.90978763,0,21.5278301,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,3,CCPT,309,Y,N,3238.771479,131233.389,Y,99,21.5278301,0.538195753,0,16.14587258,0,5.381957526,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,3,CCPT,310,Y,Y,3140.096539,131233.389,Y,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
