Location,Crop,Year,Site_crop_yr,Rep,Soil,EU,Cover Crop,PRE,Yield,Stand Count,Weeds,Weed_Control,Weed_Count,Weed_Biomass,AMBEL,CHEAL,AMATU,POA,AMBTR,TAROF,VERPG,CABPA,GASCI,Nightshade,POLPE,AMARE
Arlington,Soybean,2019,ARL_SB_19,3,CCET,311,Y,N,3255.184925,148731.1742,Y,98,53.81957526,0.005381958,5.381957526,26.90978763,0,21.5278301,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,3,CCET,312,Y,Y,2801.023946,135607.8353,Y,99,10.76391505,0.005381958,10.76391505,0,0,0,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,4,CCET,401,Y,N,3022.478573,139982.2816,Y,99.9,16.14587258,0.538195753,0,16.14587258,0,0,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,4,CCFH,402,Y,Y,2929.634991,104986.7112,Y,99,5.381957526,0.005381958,5.381957526,0,0,0,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,4,CCFH,403,Y,N,2601.851555,161854.5131,Y,99,16.14587258,2.15278301,0,16.14587258,0,0,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,4,CCPT,404,Y,Y,2983.896682,131233.389,Y,99,26.90978763,1.076391505,16.14587258,10.76391505,0,0,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,4,CCLT,405,Y,Y,3478.416022,126858.9427,Y,99,5.381957526,0.005381958,5.381957526,0,0,0,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,4,CCPT,406,Y,N,3055.968365,139982.2816,Y,98,64.58349031,1.614587258,43.0556602,0,0,21.5278301,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,4,NT,407,N,N,3005.079946,166228.9594,Y,98,37.67370268,2.15278301,10.76391505,26.90978763,0,0,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,4,NT,408,N,N,3384.698802,126858.9427,Y,99,5.381957526,2.15278301,5.381957526,0,0,0,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,4,NT,409,N,N,3305.952443,122484.4964,Y,96,21.5278301,1.076391505,0,21.5278301,0,0,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,4,NT,410,N,Y,3427.158908,131233.389,Y,99.9,5.381957526,0.005381958,0,0,0,5.381957526,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,4,CCET,411,Y,Y,3131.570156,135607.8353,Y,99,16.14587258,0.005381958,0,0,0,16.14587258,0,0,0,0,0,0,0,0
Arlington,Soybean,2019,ARL_SB_19,4,CCLT,412,Y,N,2738.192452,135607.8353,Y,99,5.381957526,0.005381958,5.381957526,0,0,0,0,0,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,1,CT,101,N,N,3987.972473,174977.852,Y,25,199.9466509,14.32117887,32.49133077,9.1642215,0,155.7917655,0,2.499333136,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,1,CT,102,N,Y,3973.712052,196850.0835,Y,90,13.32977673,0.783124383,12.49666568,0,0,0.833111045,0,0,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,1,NT,103,N,N,3698.265986,218722.315,Y,10,265.7624235,19.53645402,34.15755286,4.998666273,0,224.9399823,0,1.666222091,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,1,NT,104,N,Y,3991.679629,196850.0835,Y,85,25.82644241,2.099439834,23.32710927,0,0,2.499333136,0,0,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,1,CCET,105,Y,N,3570.032619,192475.6372,Y,10,228.2724264,36.87349487,97.47399231,1.666222091,0,128.299101,0,0.833111045,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,1,CCET,106,Y,Y,3876.645517,170603.4057,Y,80,24.16022032,3.024193095,22.49399823,0,0,1.666222091,0,0,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,1,CCPT,107,Y,N,4015.681813,166228.9594,Y,45,134.9639894,18.25346301,71.64754991,4.998666273,0,54.985329,0,3.332444182,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,1,CCPT,108,Y,Y,3767.559548,179352.2983,Y,75,32.49133077,3.30745085,27.4926645,0,0,2.499333136,0,2.499333136,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,1,CCLT,109,Y,N,3753.51735,201224.5298,Y,99,28.32577554,0.283257755,8.331110454,0.833111045,0,19.16155404,0,0,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,1,CCLT,110,Y,Y,3780.1921,196850.0835,Y,99,3.332444182,0.049986663,3.332444182,0,0,0,0,0,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,1,CCFH,111,Y,N,3711.815594,188101.1909,Y,20,209.1108724,11.67188575,57.48466213,0,0,149.9599882,0,1.666222091,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,1,CCFH,112,Y,Y,3731.568624,161854.5131,Y,79,32.49133077,4.898692947,29.99199764,0,0,2.499333136,0,0,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,2,CCET,201,Y,Y,3957.138402,214347.8687,Y,65,50.81977377,6.106703963,50.81977377,0,0,0,0,0,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,2,CCET,202,Y,N,3610.501401,209973.4224,Y,10,166.6222091,36.09037049,101.6395475,6.664888363,0,56.65155109,0,1.666222091,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,2,CCPT,203,Y,N,3691.593181,192475.6372,Y,30,37.48999704,21.22766944,29.15888659,5.831777318,0,2.499333136,0,0,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,2,CCLT,204,Y,Y,3902.247872,205598.9761,Y,99,3.332444182,21.4359472,2.499333136,0,0,0.833111045,0,0,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,2,CCPT,205,Y,Y,4072.446508,201224.5298,Y,80,15.82910986,0.058317773,14.99599882,0,0,0.833111045,0,0,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,2,CCFH,206,Y,N,4020.272338,209973.4224,Y,5,115.8024353,2.3910287,107.4713249,4.165555227,0,4.165555227,0,0,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,2,CCFH,207,Y,Y,3795.851687,161854.5131,Y,60,40.82244123,36.95680597,39.15621913,0,0,1.666222091,0,0,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,2,CCLT,208,Y,N,3680.437278,205598.9761,Y,99,4.165555227,7.689614949,3.332444182,0,0,0,0,0.833111045,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,2,NT,209,N,N,3761.53879,183726.7446,Y,87,15.82910986,0.058317773,9.997332545,2.499333136,0,0,0,3.332444182,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,2,NT,210,N,Y,3875.893905,201224.5298,Y,85,12.49666568,1.65789098,9.997332545,0,0,1.666222091,0,0.833111045,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,2,CT,211,N,Y,3675.458595,174977.852,Y,90,4.165555227,0.824779935,3.332444182,0,0,0.833111045,0,0,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,2,CT,212,N,N,3541.034159,196850.0835,Y,8,96.64088127,0.299919976,66.64888363,24.99333136,0,4.998666273,0,0,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,3,CT,301,N,Y,3785.47023,196850.0835,Y,85,14.16288777,17.75359638,12.49666568,0,0,1.666222091,0,0,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,3,CT,302,N,N,3597.479943,174977.852,Y,9,213.2764276,2.707610898,154.9586544,9.997332545,0,48.32044063,0,0,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,3,NT,303,N,Y,3677.405376,218722.315,Y,80,21.66088718,41.89715447,19.99466509,0,0,1.666222091,0,0,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,3,NT,304,N,N,3840.364877,188101.1909,Y,60,49.15355168,2.57431313,25.82644241,4.165555227,0,18.328443,0,0.833111045,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,3,CCFH,305,Y,Y,3955.724638,170603.4057,Y,18,71.64754991,17.75359638,71.64754991,0,0,0,0,0,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,3,CCET,306,Y,N,3741.487061,205598.9761,Y,8,152.4593213,9.614101464,109.137547,36.656886,0,5.831777318,0,0.833111045,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,3,CCET,307,Y,Y,3618.632888,196850.0835,Y,92,28.32577554,62.69993728,27.4926645,0,0,0,0,0.833111045,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,3,CCLT,308,Y,Y,3549.538832,196850.0835,Y,99,3.332444182,7.039788334,3.332444182,0,0,0,0,0,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,3,CCPT,309,Y,Y,3737.63692,188101.1909,Y,97,13.32977673,0.074979994,12.49666568,0,0,0.833111045,0,0,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,3,CCPT,310,Y,N,3939.633472,192475.6372,Y,18,49.15355168,0.474873296,32.49133077,13.32977673,0,3.332444182,0,0,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,3,CCLT,311,Y,N,3541.511029,188101.1909,Y,97,6.664888363,19.93634732,0.833111045,0,0,4.998666273,0,0.833111045,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,3,CCFH,312,Y,N,3626.912975,192475.6372,Y,87,38.32310809,0.083311105,31.65821973,0,0,6.664888363,0,0,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,4,CCET,401,Y,Y,4247.416834,183726.7446,Y,93,23.32710927,2.366035369,20.82777614,0.833111045,0,1.666222091,0,0,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,4,CCLT,402,Y,Y,3559.2106,183726.7446,Y,98,1.666222091,4.798719622,0.833111045,0,0,0.833111045,0,0,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,4,CCFH,403,Y,N,3629.439561,214347.8687,Y,20,74.14688304,0.266595535,45.8211075,2.499333136,0,25.82644241,0,0,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,4,CCFH,404,Y,Y,3761.10272,135607.8353,Y,84,23.32710927,0.17495332,20.82777614,0,0,2.499333136,0,0,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,4,CCLT,405,Y,N,3234.121065,205598.9761,Y,99,1.666222091,13.88796113,0,0,0,1.666222091,0,0,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,4,CCPT,406,Y,N,3368.119912,214347.8687,Y,80,20.82777614,3.040855316,15.82910986,4.165555227,0,0.833111045,0,0,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,4,NT,407,N,Y,3718.489896,201224.5298,Y,89,6.664888363,0.074979994,6.664888363,0,0,0,0,0,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,4,CT,408,N,Y,3742.974191,161854.5131,Y,90,11.66355464,3.590708606,9.997332545,0.833111045,0,0.833111045,0,0,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,4,CT,409,N,N,3637.429184,192475.6372,Y,13,44.15488541,1.241335458,29.15888659,6.664888363,0,8.331110454,0,0,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,4,NT,410,N,N,3830.794921,183726.7446,Y,20,48.32044063,1.083044359,31.65821973,6.664888363,0,9.997332545,0,0,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,4,CCPT,411,Y,Y,3845.59285,201224.5298,Y,84,7.497999409,11.43861465,7.497999409,0,0,0,0,0,0,0,0,0,0,0
Arlington,Soybean,2020,ARL_SB_20,4,CCET,412,Y,N,3755.232247,209973.4224,Y,50,41.65555227,15.26259435,20.82777614,2.499333136,0,16.66222091,0,1.666222091,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,1,CT,101,N,N,6627.751773,87488.92601,Y,20,263.7159188,31.7535494,0,21.5278301,215.278301,26.90978763,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,1,NT,102,N,N,6838.909746,96237.81861,Y,45,242.1880887,17.76045983,0,0,242.1880887,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,1,CCET,103,Y,N,8157.826886,96237.81861,Y,60,80.72936288,1.614587258,0,0,37.67370268,43.0556602,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,1,CCPT,104,Y,N,7769.324071,96237.81861,Y,90,10.76391505,0.005381958,0,5.381957526,5.381957526,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,1,CCFH,105,Y,N,8969.982927,100612.2649,Y,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,1,CCLT,106,Y,N,12194.00384,78740.03341,Y,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,1,CT,107,N,Y,14407.91475,69991.14081,Y,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,1,NT,108,N,Y,11179.6365,87488.92601,Y,99.9,5.381957526,0.005381958,0,0,0,5.381957526,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,1,CCET,109,Y,Y,9870.523122,91863.37231,Y,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,1,CCPT,110,Y,Y,6523.418923,69991.14081,Y,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,1,CCFH,111,Y,Y,6153.679257,96237.81861,Y,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,1,CCLT,112,Y,Y,7480.527197,87488.92601,Y,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,2,NT,201,N,Y,7867.357834,91863.37231,Y,99.9,10.76391505,0.538195753,0,0,0,10.76391505,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,2,CCLT,202,Y,N,6338.690911,74365.58711,Y,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,2,CCET,203,Y,N,8087.090197,91863.37231,Y,85,26.90978763,2.690978763,0,16.14587258,0,10.76391505,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,2,CT,204,N,Y,14239.25181,87488.92601,Y,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,2,CCLT,205,Y,Y,11398.03197,78740.03341,Y,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,2,CCPT,206,Y,N,12845.73568,83114.47971,Y,85,5.381957526,3.229174515,0,5.381957526,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,2,CCET,207,Y,Y,10701.05616,83114.47971,Y,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,2,CCFH,208,Y,N,8044.294941,231845.6539,Y,80,32.29174515,6.458349031,0,32.29174515,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,2,CT,209,N,N,15804.8554,87488.92601,Y,30,16.14587258,44.67024746,0,5.381957526,0,10.76391505,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,2,CCFH,210,Y,Y,7474.39999,78740.03341,Y,90,26.90978763,12.91669806,0,26.90978763,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,2,NT,211,N,N,10878.14896,65616.69451,Y,85,32.29174515,8.611132041,0,32.29174515,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,2,CCPT,212,Y,Y,10576.59937,78740.03341,Y,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,3,CCLT,301,Y,N,7134.440806,87488.92601,Y,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,3,CCET,302,Y,Y,6654.957896,91863.37231,Y,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,3,NT,303,N,N,7184.474328,78740.03341,Y,65,102.257193,20.98963435,0,16.14587258,80.72936288,5.381957526,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,3,CCPT,304,Y,Y,7196.533737,78740.03341,Y,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,3,CCPT,305,Y,N,,,N,,,,,,,,,,,,,,,
Lancaster,Corn,2019,LAN_CN_19,3,CCFH,306,Y,Y,11682.0077,91863.37231,Y,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,3,CCFH,307,Y,N,8344.538465,83114.47971,Y,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,3,NT,308,N,Y,11514.15677,74365.58711,Y,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,3,CT,309,N,Y,16011.88322,96237.81861,Y,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,3,CCET,310,Y,N,13634.4793,96237.81861,Y,70,10.76391505,0.005381958,0,10.76391505,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,3,CT,311,Y,N,16436.92036,87488.92601,Y,15,5.381957526,0.005381958,0,5.381957526,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,3,CCLT,312,Y,Y,10317.55253,74365.58711,Y,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,4,CCPT,401,Y,N,6734.425826,91863.37231,Y,85,10.76391505,2.690978763,0,5.381957526,5.381957526,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,4,NT,402,N,Y,7447.341084,83114.47971,Y,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,4,CCET,403,Y,Y,9102.305769,78740.03341,Y,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,4,CCFH,404,Y,N,6869.647135,87488.92601,Y,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,4,CCPT,405,Y,Y,16258.26791,83114.47971,Y,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,4,CCLT,406,Y,N,14987.12633,78740.03341,Y,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,4,CCLT,407,Y,Y,14318.4758,91863.37231,Y,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,4,CCET,408,Y,N,16073.0944,104986.7112,Y,75,10.76391505,12.91669806,0,10.76391505,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,4,NT,409,N,N,15848.3112,83114.47971,Y,60,16.14587258,15.60767682,0,10.76391505,0,5.381957526,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,4,CT,410,N,Y,18276.51632,78740.03341,Y,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,4,CCFH,411,Y,Y,10195.98805,87488.92601,Y,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2019,LAN_CN_19,4,CT,412,N,N,18185.23602,87488.92601,Y,99.9,64.58349031,149.0802235,0,64.58349031,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2020,LAN_CN_20,1,CT,101,N,N,12805.81126,87488.92601,Y,27,121.6342126,8.481070442,0,54.985329,0,15.82910986,0.833111045,8.331110454,0,2.499333136,0,0,6.664888363,32.49133077
Lancaster,Corn,2020,LAN_CN_20,1,NT,102,N,N,10223.34061,74365.58711,Y,15,208.2777614,23.41042038,0,9.1642215,0,49.98666273,5.831777318,61.65021736,4.165555227,4.998666273,0,0,0,69.14821677
Lancaster,Corn,2020,LAN_CN_20,1,CCET,103,Y,N,11504.49599,83114.47971,Y,63,32.49133077,8.664354872,0,5.831777318,0,5.831777318,0,14.16288777,0.833111045,3.332444182,0,0,0.833111045,1.666222091
Lancaster,Corn,2020,LAN_CN_20,1,CCPT,104,Y,N,13403.68707,87488.92601,Y,82,41.65555227,0,0,4.998666273,0,3.332444182,0,5.831777318,0,1.666222091,0,0,0,25.82644241
Lancaster,Corn,2020,LAN_CN_20,1,CCFH,105,Y,N,12852.57083,83114.47971,Y,75,21.66088718,1.008064365,0,7.497999409,0,3.332444182,0,0.833111045,0,0,0,0,0.833111045,9.1642215
Lancaster,Corn,2020,LAN_CN_20,1,CCLT,106,Y,N,9616.40071,83114.47971,Y,95,0.833111045,1.616235428,0,0,0,0,0,0.833111045,0,0,0,0,0,0
Lancaster,Corn,2020,LAN_CN_20,1,CT,107,N,Y,12719.07141,74365.58711,Y,97,0.833111045,0,0,0,0,0,0.833111045,0,0,0,0,0,0,0
Lancaster,Corn,2020,LAN_CN_20,1,NT,108,N,Y,12815.51162,78740.03341,Y,99.9,0,0.041655552,0,0,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2020,LAN_CN_20,1,CCET,109,Y,Y,13488.08612,74365.58711,Y,98,0.833111045,0,0,0,0,0,0,0,0,0.833111045,0,0,0,0
Lancaster,Corn,2020,LAN_CN_20,1,CCPT,110,Y,Y,11564.2666,87488.92601,Y,95,6.664888363,0.041655552,0,0.833111045,0,0.833111045,1.666222091,0,0,0,0,0,0,0
Lancaster,Corn,2020,LAN_CN_20,1,CCFH,111,Y,Y,9201.337674,78740.03341,Y,99,0,0.091642215,0,0,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2020,LAN_CN_20,1,CCLT,112,Y,Y,10721.23096,78740.03341,Y,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2020,LAN_CN_20,2,NT,201,N,Y,10561.84112,74365.58711,Y,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2020,LAN_CN_20,2,CCLT,202,Y,N,9638.008522,56867.8019,Y,99,0.833111045,0,0,0,0,0,0,0.833111045,0,0,0,0,0,0
Lancaster,Corn,2020,LAN_CN_20,2,CCET,203,Y,N,14472.84834,83114.47971,Y,30,15.82910986,0,0,2.499333136,0,2.499333136,0,0,3.332444182,0,0,0,1.666222091,5.831777318
Lancaster,Corn,2020,LAN_CN_20,2,CT,204,N,Y,12741.43867,74365.58711,Y,99,0,9.080910395,0,0,0,0,0,0,0,0,0,0,0,0
Lancaster,Corn,2020,LAN_CN_20,2,CCLT,205,Y,Y,12058.72319,65616.69451,Y,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
