Location,Crop,Year,Site_crop_yr,Rep,EU,Soil,Herb,CC Canopy,CYInjury,Crop Canopy,yield,Stand Count
Havelock,Soybean,2019,HAV_SB_19,1,101,Till,ME25,0,0,11.0525,2855.794948,231845.6539
Havelock,Soybean,2019,HAV_SB_19,1,102,NT+CC,ME50,0,0,6.3625,2891.890304,227471.2076
Havelock,Soybean,2019,HAV_SB_19,1,103,NT,ME50,8.27,0,4.1925,2522.13387,135607.8353
Havelock,Soybean,2019,HAV_SB_19,1,104,Till,CL25,0,1,9.125,2714.631303,301836.7947
Havelock,Soybean,2019,HAV_SB_19,1,105,NT,CTRL,4.976666667,0,6.0425,3291.411747,262466.778
Havelock,Soybean,2019,HAV_SB_19,1,106,NT+CC,CL50,0,0,10.1875,3269.655719,306211.241
Havelock,Soybean,2019,HAV_SB_19,1,107,Till,CTRL,0,0,12.465,3814.07461,306211.241
Havelock,Soybean,2019,HAV_SB_19,1,108,NT+CC,CTRL,6.846666667,0,8.49,3043.212724,293087.9021
Havelock,Soybean,2019,HAV_SB_19,1,109,NT,ME25,0,1,10.045,3691.692757,301836.7947
Havelock,Soybean,2019,HAV_SB_19,1,110,NT,CL25,0,0,10.13,3382.140879,319334.5799
Havelock,Soybean,2019,HAV_SB_19,1,111,Till,ME50,5.696666667,0,12.33,3801.060743,314960.1336
Havelock,Soybean,2019,HAV_SB_19,1,112,NT+CC,CL25,0,2,10.245,3503.157968,319334.5799
Havelock,Soybean,2019,HAV_SB_19,1,113,Till,CL50,0,0,13.6725,3355.260808,314960.1336
Havelock,Soybean,2019,HAV_SB_19,1,114,NT+CC,ME25,0,0,11.06,3357.859657,310585.6873
Havelock,Soybean,2019,HAV_SB_19,1,115,NT,CL50,6.64,0,10.335,3503.51234,306211.241
Havelock,Soybean,2019,HAV_SB_19,2,201,Till,ME50,0,0,11.1175,3268.410675,288713.4558
Havelock,Soybean,2019,HAV_SB_19,2,202,NT+CC,CTRL,0,0,9.3425,2454.27245,253717.8854
Havelock,Soybean,2019,HAV_SB_19,2,203,NT,ME50,7.736666667,0,7.6,3173.043895,253717.8854
Havelock,Soybean,2019,HAV_SB_19,2,204,Till,CL50,0,0,12.0175,2823.746195,284339.0095
Havelock,Soybean,2019,HAV_SB_19,2,205,NT,CL25,8.036666667,0,7.815,3391.904998,271215.6706
Havelock,Soybean,2019,HAV_SB_19,2,206,NT+CC,CL50,0,0,10.3825,3217.894938,258092.3317
Havelock,Soybean,2019,HAV_SB_19,2,207,Till,CTRL,0,0,10.99,3443.915289,279964.5632
Havelock,Soybean,2019,HAV_SB_19,2,208,NT+CC,CL25,6.436666667,0,8.79,3399.615667,314960.1336
Havelock,Soybean,2019,HAV_SB_19,2,209,NT,ME25,0,0,11.205,3692.863602,310585.6873
Havelock,Soybean,2019,HAV_SB_19,2,210,NT,CL50,0,0,10.195,3518.260324,328083.4725
Havelock,Soybean,2019,HAV_SB_19,2,211,Till,ME25,6.043333333,0,12.67,3523.055208,288713.4558
Havelock,Soybean,2019,HAV_SB_19,2,212,NT+CC,ME25,0,0,10.3375,3638.437858,314960.1336
Havelock,Soybean,2019,HAV_SB_19,2,213,Till,CL25,0,0,13.125,3558.30174,288713.4558
Havelock,Soybean,2019,HAV_SB_19,2,214,NT+CC,ME50,0,0,10.7675,2951.770797,288713.4558
Havelock,Soybean,2019,HAV_SB_19,2,215,NT,CTRL,4.523333333,0,11.3075,3555.398982,323709.0262
Havelock,Soybean,2019,HAV_SB_19,3,301,Till,CTRL,0,0,9.27,2822.754054,249343.4391
Havelock,Soybean,2019,HAV_SB_19,3,302,NT+CC,CL50,0,0,7.1575,3102.885616,249343.4391
Havelock,Soybean,2019,HAV_SB_19,3,303,NT,CL50,6.523333333,0,9.335,2818.724337,306211.241
Havelock,Soybean,2019,HAV_SB_19,3,304,Till,ME25,0,0,8.3775,3372.900691,236220.1002
Havelock,Soybean,2019,HAV_SB_19,3,305,NT,ME50,4.31,4,6.22,3040.913757,253717.8854
Havelock,Soybean,2019,HAV_SB_19,3,306,NT+CC,ME25,0,0,9.6475,3799.305632,297462.3484
Havelock,Soybean,2019,HAV_SB_19,3,307,Till,CL25,0,0,9.725,3612.460187,284339.0095
Havelock,Soybean,2019,HAV_SB_19,3,308,NT+CC,CTRL,5.39,0,8.2575,3684.759902,314960.1336
Havelock,Soybean,2019,HAV_SB_19,3,309,NT,ME25,0,0,9.3975,3887.314543,297462.3484
Havelock,Soybean,2019,HAV_SB_19,3,310,NT,CTRL,0,0,8.3975,3528.455588,288713.4558
Havelock,Soybean,2019,HAV_SB_19,3,311,Till,CL50,8.343333333,0,12.2425,3491.813983,284339.0095
Havelock,Soybean,2019,HAV_SB_19,3,312,NT+CC,CL25,0,0,10.92,4280.844524,310585.6873
Havelock,Soybean,2019,HAV_SB_19,3,313,Till,ME50,0,0,12.3775,3489.542392,301836.7947
Havelock,Soybean,2019,HAV_SB_19,3,314,NT+CC,ME50,0,0,9.2225,4439.767311,310585.6873
Havelock,Soybean,2019,HAV_SB_19,3,315,NT,CL25,7.48,0,8.23,3453.956729,332457.9188
Havelock,Soybean,2019,HAV_SB_19,4,401,Till,ME25,0,0,9.61,2783.829333,258092.3317
Havelock,Soybean,2019,HAV_SB_19,4,402,NT+CC,ME25,0,0,6.4125,3066.057917,192475.6372
Havelock,Soybean,2019,HAV_SB_19,4,403,NT,ME50,5.486666667,0,8.675,2924.286008,240594.5465
Havelock,Soybean,2019,HAV_SB_19,4,404,Till,CL50,0,0,8.9025,3066.38282,170603.4057
Havelock,Soybean,2019,HAV_SB_19,4,405,NT,CTRL,7.313333333,0,4.71,2619.377952,139982.2816
Havelock,Soybean,2019,HAV_SB_19,4,406,NT+CC,CL25,0,0,10.4825,3455.774436,306211.241
Havelock,Soybean,2019,HAV_SB_19,4,407,Till,CTRL,0,0,10.92,3264.236575,319334.5799
Havelock,Soybean,2019,HAV_SB_19,4,408,NT+CC,CTRL,5.083333333,0,7.0625,3668.213762,288713.4558
Havelock,Soybean,2019,HAV_SB_19,4,409,NT,ME25,0,0,9.84,2931.188762,328083.4725
Havelock,Soybean,2019,HAV_SB_19,4,410,NT,CL25,0,0,10.39,3660.633002,170603.4057
Havelock,Soybean,2019,HAV_SB_19,4,411,Till,ME50,3.89,0,8.7975,3382.962831,332457.9188
Havelock,Soybean,2019,HAV_SB_19,4,412,NT+CC,CL50,0,0,11.33,3555.585933,297462.3484
Havelock,Soybean,2019,HAV_SB_19,4,413,Till,CL25,0,0,13.5225,3298.89774,310585.6873
Havelock,Soybean,2019,HAV_SB_19,4,414,NT+CC,ME50,0,3,10.035,3832.850709,310585.6873
Havelock,Soybean,2019,HAV_SB_19,4,415,NT,CL50,4.803333333,0,9.05,3849.015384,314960.1336
Arlington,Soybean,2019,ARL_SB_19,1,101,Till,CTRL,,0,18.4575,4005.009812,3943.116791
Arlington,Soybean,2019,ARL_SB_19,1,102,NT,CTRL,,0,13.2325,3796.531062,4049.306132
Arlington,Soybean,2019,ARL_SB_19,1,103,NT+CC,CTRL,,0,12.4,3891.342962,4324.978356
Arlington,Soybean,2019,ARL_SB_19,1,104,NT,ME25,,0,10.8875,3949.398191,4337.12483
Arlington,Soybean,2019,ARL_SB_19,1,105,Till,ME25,,2,15.9575,4137.694699,4248.73792
Arlington,Soybean,2019,ARL_SB_19,1,106,NT+CC,ME25,,0,11.12,3575.612003,4096.254801
Arlington,Soybean,2019,ARL_SB_19,1,107,NT+CC,ME50,,0,9.2525,3734.006502,4351.735005
Arlington,Soybean,2019,ARL_SB_19,1,108,Till,ME50,,4,12.8825,3735.353671,4369.570675
Arlington,Soybean,2019,ARL_SB_19,1,109,NT,ME50,,0,9.7825,3672.046198,4452.84243
Arlington,Soybean,2019,ARL_SB_19,1,110,NT,CL25,,0,10.0775,3618.477016,4376.248945
Arlington,Soybean,2019,ARL_SB_19,1,111,Till,CL25,,0,14.4275,3925.873777,4445.500735
Arlington,Soybean,2019,ARL_SB_19,1,112,NT+CC,CL25,,0,9.195,3464.789478,4407.80094
Arlington,Soybean,2019,ARL_SB_19,1,113,Till,CL50,,0,15.2925,4027.25708,4373.719216
Arlington,Soybean,2019,ARL_SB_19,1,114,NT,CL50,,0,11.3775,3645.230209,4367.056218
Arlington,Soybean,2019,ARL_SB_19,1,115,NT+CC,CL50,,0,9.1925,3824.433551,4495.702747
Arlington,Soybean,2019,ARL_SB_19,2,201,Till,CL25,,0,15.97,3512.004105,4064.010184
Arlington,Soybean,2019,ARL_SB_19,2,202,NT,ME50,,0,11.265,3344.282424,3634.704964
Arlington,Soybean,2019,ARL_SB_19,2,203,NT+CC,ME25,,0,12.3625,3518.556083,4116.908118
Arlington,Soybean,2019,ARL_SB_19,2,204,NT,CL50,,0,11.0025,3475.295773,3671.467788
Arlington,Soybean,2019,ARL_SB_19,2,205,Till,CL50,,0,14.77,3428.116836,4060.16169
Arlington,Soybean,2019,ARL_SB_19,2,206,NT+CC,CTRL,,0,11.165,3243.268214,4277.875173
Arlington,Soybean,2019,ARL_SB_19,2,207,NT+CC,CL25,,0,11.205,3156.980706,4615.339361
Arlington,Soybean,2019,ARL_SB_19,2,208,Till,ME25,,2,12.51,3361.493845,4638.575859
Arlington,Soybean,2019,ARL_SB_19,2,209,NT,ME25,,0,9.175,3310.146905,4439.715866
Arlington,Soybean,2019,ARL_SB_19,2,210,NT,CTRL,,0,10.195,3373.046432,4207.528305
Arlington,Soybean,2019,ARL_SB_19,2,211,Till,ME50,,5,10.8875,3475.633695,4207.951424
Arlington,Soybean,2019,ARL_SB_19,2,212,NT+CC,CL50,,0,8.995,3200.069344,4329.241885
Arlington,Soybean,2019,ARL_SB_19,2,213,Till,CTRL,,0,12.5975,3313.606989,4358.817529
Arlington,Soybean,2019,ARL_SB_19,2,214,NT,CL25,,0,8.6825,3390.649083,4117.88192
Arlington,Soybean,2019,ARL_SB_19,2,215,NT+CC,ME50,,0,8.16,3487.943895,4073.283313
Arlington,Soybean,2019,ARL_SB_19,3,301,Till,ME25,,2,15.0575,3559.825455,4635.86736
Arlington,Soybean,2019,ARL_SB_19,3,302,NT,CL25,,0,11.825,3513.649892,4304.123361
Arlington,Soybean,2019,ARL_SB_19,3,303,NT+CC,CL25,,0,11.42,3661.228636,4633.105858
Arlington,Soybean,2019,ARL_SB_19,3,304,NT,CTRL,,0,10.86,3560.946741,4470.906728
Arlington,Soybean,2019,ARL_SB_19,3,305,Till,ME50,,6,12.455,3477.251021,4468.844136
Arlington,Soybean,2019,ARL_SB_19,3,306,NT+CC,ME50,,0,10.5475,3326.129068,5024.629984
Arlington,Soybean,2019,ARL_SB_19,3,307,NT+CC,CL50,,0,10.125,3368.037239,5082.971867
Arlington,Soybean,2019,ARL_SB_19,3,308,Till,CL25,,0,12.615,3221.431601,4928.372704
Arlington,Soybean,2019,ARL_SB_19,3,309,NT,CL50,,0,11.1575,3102.828293,4767.216548
Arlington,Soybean,2019,ARL_SB_19,3,310,NT,ME50,,0,9.395,3426.463368,4230.175043
Arlington,Soybean,2019,ARL_SB_19,3,311,Till,CTRL,,0,14.745,3576.185747,4287.064757
Arlington,Soybean,2019,ARL_SB_19,3,312,NT+CC,CTRL,,0,8.9025,3367.729134,4456.865652
Arlington,Soybean,2019,ARL_SB_19,3,313,Till,CL50,,0,15.6975,3744.093556,4560.465974
Arlington,Soybean,2019,ARL_SB_19,3,314,NT,ME25,,0,10.8575,3769.570959,4484.875936
Arlington,Soybean,2019,ARL_SB_19,3,315,NT+CC,ME25,,1,11.0925,3990.89435,4423.634207
Arlington,Soybean,2019,ARL_SB_19,4,401,Till,ME50,,1,15.1475,3566.344002,5088.303523
Arlington,Soybean,2019,ARL_SB_19,4,402,NT,ME25,,0,13.795,3706.892347,4936.745246
Arlington,Soybean,2019,ARL_SB_19,4,403,NT+CC,CL50,,0,12.275,4193.548919,5505.881345
Arlington,Soybean,2019,ARL_SB_19,4,404,NT,CL25,,0,12.925,3901.019812,4897.496711
Arlington,Soybean,2019,ARL_SB_19,4,405,Till,CL25,,0,16.1275,3767.430035,5105.164043
Arlington,Soybean,2019,ARL_SB_19,4,406,NT+CC,ME25,,0,11.5175,3543.884854,4985.902487
Arlington,Soybean,2019,ARL_SB_19,4,407,NT+CC,CL25,,0,11.4225,3718.556068,5241.212456
Arlington,Soybean,2019,ARL_SB_19,4,408,Till,CL50,,0,15.1425,3908.448218,5215.513155
Arlington,Soybean,2019,ARL_SB_19,4,409,NT,CTRL,,0,12.3375,3592.253746,5127.128939
Arlington,Soybean,2019,ARL_SB_19,4,410,NT,CL50,,0,9.92,3805.251973,4947.62416
Arlington,Soybean,2019,ARL_SB_19,4,411,Till,ME25,,1,12.815,4000.821931,4987.766545
Arlington,Soybean,2019,ARL_SB_19,4,412,NT+CC,ME50,,1,8.54,3718.971694,4873.459341
Arlington,Soybean,2019,ARL_SB_19,4,413,Till,CTRL,,0,15.6625,4223.699852,4859.290252
Arlington,Soybean,2019,ARL_SB_19,4,414,NT,ME50,,0,12.2775,4230.979175,4832.476109
Arlington,Soybean,2019,ARL_SB_19,4,415,NT+CC,CTRL,,0,13.1775,4648.95812,4718.780676
Lancaster,Soybean,2019,LAN_SB_19,1,101,Till,CTRL,0,1,16.07,5038.834277,288713.4558
Lancaster,Soybean,2019,LAN_SB_19,1,102,NT,CTRL,0,1,10.2125,3948.441555,262466.778
Lancaster,Soybean,2019,LAN_SB_19,1,103,NT+CC,CTRL,34.87666667,1,7.1075,3780.444775,196850.0835
Lancaster,Soybean,2019,LAN_SB_19,1,104,NT,ME25,0,2,11.7675,4352.299439,223096.7613
Lancaster,Soybean,2019,LAN_SB_19,1,105,Till,ME25,0,5,12.805,4081.014601,227471.2076
Lancaster,Soybean,2019,LAN_SB_19,1,106,NT+CC,ME25,31.61333333,3,9.9525,4041.078567,227471.2076
Lancaster,Soybean,2019,LAN_SB_19,1,107,NT+CC,ME50,35.91666667,3,10.2275,4121.945046,266841.2243
Lancaster,Soybean,2019,LAN_SB_19,1,108,Till,ME50,0,5,12.6625,4891.162492,275590.1169
Lancaster,Soybean,2019,LAN_SB_19,1,109,NT,ME50,0,5,11.0075,4595.100536,266841.2243
Lancaster,Soybean,2019,LAN_SB_19,1,110,NT,CL25,0,4,11.695,4418.545757,201224.5298
Lancaster,Soybean,2019,LAN_SB_19,1,111,Till,CL25,0,2,13.2375,4526.770524,249343.4391
Lancaster,Soybean,2019,LAN_SB_19,1,112,NT+CC,CL25,38.99333333,2,8.64,3957.539488,188101.1909
Lancaster,Soybean,2019,LAN_SB_19,1,113,Till,CL50,0,2,14.575,3872.385988,262466.778
Lancaster,Soybean,2019,LAN_SB_19,1,114,NT,CL50,0,2,12.34,4941.629311,244968.9928
Lancaster,Soybean,2019,LAN_SB_19,1,115,NT+CC,CL50,51.77,2,12.3125, ,240594.5465
Lancaster,Soybean,2019,LAN_SB_19,2,201,Till,CL25,0,0,14.715,4595.608298,271215.6706
Lancaster,Soybean,2019,LAN_SB_19,2,202,NT,ME50,0,1,5.9575,4581.431486,214347.8687
Lancaster,Soybean,2019,LAN_SB_19,2,203,NT+CC,ME25,45.36666667,2,8.1875,4618.094222,205598.9761
Lancaster,Soybean,2019,LAN_SB_19,2,204,NT,ME25,0,1,10.1275,5200.009379,214347.8687
Lancaster,Soybean,2019,LAN_SB_19,2,205,Till,CL50,0,1,10.5725,4130.846083,249343.4391
Lancaster,Soybean,2019,LAN_SB_19,2,206,NT+CC,CTRL,33.8,1,7.5275,3626.913791,183726.7446
Lancaster,Soybean,2019,LAN_SB_19,2,207,NT+CC,CL50,37.40666667,1,9.7775,4361.994304,266841.2243
Lancaster,Soybean,2019,LAN_SB_19,2,208,Till,ME25,0,1,12.4825,5071.547835,258092.3317
Lancaster,Soybean,2019,LAN_SB_19,2,209,NT,CL50,0,2,10.6525,5077.367973,205598.9761
Lancaster,Soybean,2019,LAN_SB_19,2,210,NT,CTRL,0,0,12.35,5179.623393,227471.2076
Lancaster,Soybean,2019,LAN_SB_19,2,211,Till,CTRL,0,0,12.425,5914.216575,223096.7613
Lancaster,Soybean,2019,LAN_SB_19,2,212,NT+CC,CL25,37.53666667,3,9.015,5560.107046,205598.9761
Lancaster,Soybean,2019,LAN_SB_19,2,213,Till,ME50,0,2,15.0725,4106.333651,236220.1002
Lancaster,Soybean,2019,LAN_SB_19,2,214,NT,CL25,0,1,10.9225,3984.203212,236220.1002
Lancaster,Soybean,2019,LAN_SB_19,2,215,NT+CC,ME50,49.81333333,2,11.1525,5146.033069,271215.6706
Lancaster,Soybean,2019,LAN_SB_19,3,301,Till,ME25,0,0,13.82,5292.510222,262466.778
Lancaster,Soybean,2019,LAN_SB_19,3,302,NT,CL25,0,1,8.1975,4394.969837,209973.4224
Lancaster,Soybean,2019,LAN_SB_19,3,303,NT+CC,ME25,34.78666667,2,5.265,4897.519171,179352.2983
Lancaster,Soybean,2019,LAN_SB_19,3,304,NT,CTRL,0,0,9.63,4780.824521,218722.315
Lancaster,Soybean,2019,LAN_SB_19,3,305,Till,ME50,0,5,11.2475,5088.722373,209973.4224
Lancaster,Soybean,2019,LAN_SB_19,3,306,NT+CC,CL25,30.29,1,11.07,3643.609438,205598.9761
Lancaster,Soybean,2019,LAN_SB_19,3,307,NT+CC,CL50,37.88,1,8.18,3576.340546,227471.2076
Lancaster,Soybean,2019,LAN_SB_19,3,308,Till,CL25,0,0,14.5875,4577.054682,223096.7613
Lancaster,Soybean,2019,LAN_SB_19,3,309,NT,CL50,0,1,10.1125,4236.212596,192475.6372
Lancaster,Soybean,2019,LAN_SB_19,3,310,NT,ME50,0,1,10.7325,4939.259463,236220.1002
Lancaster,Soybean,2019,LAN_SB_19,3,311,Till,CTRL,0,0,14.935,5210.637135,258092.3317
Lancaster,Soybean,2019,LAN_SB_19,3,312,NT+CC,CTRL,34.66333333,1,9.35,3903.048857,209973.4224
Lancaster,Soybean,2019,LAN_SB_19,3,313,Till,CL50,0,1,15.2225,5094.176731,244968.9928
Lancaster,Soybean,2019,LAN_SB_19,3,314,NT,ME25,0,1,11.62,4288.835581,258092.3317
Lancaster,Soybean,2019,LAN_SB_19,3,315,NT+CC,ME50,47.33,1,11.6525,4174.5109,240594.5465
Lancaster,Soybean,2019,LAN_SB_19,4,401,Till,ME50,0,5,11.02,6538.821853,231845.6539
Lancaster,Soybean,2019,LAN_SB_19,4,402,NT,ME25,0,1,6.075,4816.369105,262466.778
Lancaster,Soybean,2019,LAN_SB_19,4,403,NT+CC,CL50,34.44333333,1,5.545,5482.767719,240594.5465
Lancaster,Soybean,2019,LAN_SB_19,4,404,NT,CL25,0,1,11.91,6013.217906,196850.0835
Lancaster,Soybean,2019,LAN_SB_19,4,405,Till,CL25,0,1,13.5275,5096.564457,223096.7613
Lancaster,Soybean,2019,LAN_SB_19,4,406,NT+CC,ME25,27.44666667,1,10.13,5704.2473,227471.2076
Lancaster,Soybean,2019,LAN_SB_19,4,407,NT+CC,CL25,43.67333333,2,8.7975,4811.736685,236220.1002
Lancaster,Soybean,2019,LAN_SB_19,4,408,Till,CL50,0,0,13.725,5325.078643,236220.1002
Lancaster,Soybean,2019,LAN_SB_19,4,409,NT,CTRL,0,1,11.105,6044.539389,240594.5465
Lancaster,Soybean,2019,LAN_SB_19,4,410,NT,CL50,0,1,8.4825,6100.784375,209973.4224
Lancaster,Soybean,2019,LAN_SB_19,4,411,Till,ME25,0,1,14.165,5923.93324,249343.4391
Lancaster,Soybean,2019,LAN_SB_19,4,412,NT+CC,CTRL,34.85333333,1,9.8425,5694.562344,223096.7613
Lancaster,Soybean,2019,LAN_SB_19,4,413,Till,CTRL,0,1,14.645,5923.367369,249343.4391
Lancaster,Soybean,2019,LAN_SB_19,4,414,NT,ME50,0,1,12.3175,5497.883784,231845.6539
